,DateCaptured,Windows,Mac,Linux
v1.3.0,2021-10-03,90,76.0,26.0
v1.2.1,2021-10-03,191,,
v1.1.0,2021-10-03,188,,
v1.0.0,2021-10-03,298,,
v1.5.1-beta,2021-10-04,122,59.0,
1.5.0,2021-10-04,570,279.0,66.0
v1.4.2,2021-10-04,549,272.0,62.0
v1.4.1,2021-10-04,235,96.0,31.0
v1.4.0,2021-10-04,360,129.0,33.0
v1.3.0,2021-10-04,90,76.0,26.0
v1.2.1,2021-10-04,191,,
v1.1.0,2021-10-04,188,,
v1.0.0,2021-10-04,298,,
v1.5.1-beta,2021-10-05,123,61.0,
1.5.0,2021-10-05,571,279.0,66.0
v1.4.2,2021-10-05,549,272.0,62.0
v1.4.1,2021-10-05,235,96.0,31.0
v1.4.0,2021-10-05,360,129.0,33.0
v1.3.0,2021-10-05,90,76.0,26.0
v1.2.1,2021-10-05,191,,
v1.1.0,2021-10-05,188,,
v1.0.0,2021-10-05,298,,
v1.5.1-beta,2021-10-06,123,63.0,
1.5.0,2021-10-06,573,280.0,66.0
v1.4.2,2021-10-06,549,273.0,62.0
v1.4.1,2021-10-06,235,96.0,31.0
v1.4.0,2021-10-06,360,129.0,33.0
v1.3.0,2021-10-06,90,76.0,26.0
v1.2.1,2021-10-06,191,,
v1.1.0,2021-10-06,188,,
v1.0.0,2021-10-06,299,,
v1.5.1-beta,2021-10-07,124,65.0,
1.5.0,2021-10-07,574,281.0,66.0
v1.4.2,2021-10-07,551,273.0,62.0
v1.4.1,2021-10-07,235,96.0,31.0
v1.4.0,2021-10-07,362,129.0,33.0
v1.3.0,2021-10-07,90,76.0,26.0
v1.2.1,2021-10-07,191,,
v1.1.0,2021-10-07,188,,
v1.0.0,2021-10-07,299,,
v1.5.1-beta,2021-10-08,124,65.0,
1.5.0,2021-10-08,576,281.0,66.0
v1.4.2,2021-10-08,551,273.0,62.0
v1.4.1,2021-10-08,235,96.0,31.0
v1.4.0,2021-10-08,362,130.0,33.0
v1.3.0,2021-10-08,90,76.0,26.0
v1.2.1,2021-10-08,191,,
v1.1.0,2021-10-08,188,,
v1.0.0,2021-10-08,300,,
v1.5.1-beta,2021-10-09,125,66.0,
1.5.0,2021-10-09,578,282.0,67.0
v1.4.2,2021-10-09,551,273.0,62.0
v1.4.1,2021-10-09,235,96.0,31.0
v1.4.0,2021-10-09,362,130.0,33.0
v1.3.0,2021-10-09,90,76.0,26.0
v1.2.1,2021-10-09,191,,
v1.1.0,2021-10-09,188,,
v1.0.0,2021-10-09,301,,
v1.5.1-beta,2021-10-10,126,67.0,
1.5.0,2021-10-10,580,282.0,69.0
v1.4.2,2021-10-10,551,273.0,62.0
v1.4.1,2021-10-10,235,96.0,31.0
v1.4.0,2021-10-10,362,130.0,33.0
v1.3.0,2021-10-10,90,76.0,26.0
v1.2.1,2021-10-10,191,,
v1.1.0,2021-10-10,188,,
v1.0.0,2021-10-10,302,,
v1.5.1-beta,2021-10-11,128,68.0,
1.5.0,2021-10-11,581,285.0,69.0
v1.4.2,2021-10-11,551,273.0,62.0
v1.4.1,2021-10-11,235,96.0,31.0
v1.4.0,2021-10-11,362,130.0,33.0
v1.3.0,2021-10-11,90,76.0,26.0
v1.2.1,2021-10-11,191,,
v1.1.0,2021-10-11,188,,
v1.0.0,2021-10-11,303,,
v1.5.1-beta,2021-10-12,130,71.0,
1.5.0,2021-10-12,586,287.0,69.0
v1.4.2,2021-10-12,551,273.0,62.0
v1.4.1,2021-10-12,235,96.0,31.0
v1.4.0,2021-10-12,362,130.0,33.0
v1.3.0,2021-10-12,90,76.0,26.0
v1.2.1,2021-10-12,191,,
v1.1.0,2021-10-12,188,,
v1.0.0,2021-10-12,303,,
v1.5.1-beta,2021-10-13,132,71.0,
1.5.0,2021-10-13,588,288.0,69.0
v1.4.2,2021-10-13,551,273.0,62.0
v1.4.1,2021-10-13,235,96.0,31.0
v1.4.0,2021-10-13,362,130.0,33.0
v1.3.0,2021-10-13,90,76.0,26.0
v1.2.1,2021-10-13,191,,
v1.1.0,2021-10-13,188,,
v1.0.0,2021-10-13,304,,
v1.5.1-beta,2021-10-14,132,74.0,
1.5.0,2021-10-14,589,290.0,69.0
v1.4.2,2021-10-14,551,274.0,62.0
v1.4.1,2021-10-14,235,96.0,31.0
v1.4.0,2021-10-14,362,130.0,33.0
v1.3.0,2021-10-14,90,76.0,26.0
v1.2.1,2021-10-14,191,,
v1.1.0,2021-10-14,188,,
v1.0.0,2021-10-14,305,,
v1.5.1-beta,2021-10-15,132,74.0,
1.5.0,2021-10-15,593,291.0,71.0
v1.4.2,2021-10-15,551,274.0,62.0
v1.4.1,2021-10-15,235,96.0,31.0
v1.4.0,2021-10-15,364,130.0,33.0
v1.3.0,2021-10-15,90,76.0,26.0
v1.2.1,2021-10-15,191,,
v1.1.0,2021-10-15,188,,
v1.0.0,2021-10-15,306,,
v1.5.1-beta,2021-10-16,132,74.0,
1.5.0,2021-10-16,595,291.0,72.0
v1.4.2,2021-10-16,551,274.0,62.0
v1.4.1,2021-10-16,235,96.0,31.0
v1.4.0,2021-10-16,364,130.0,33.0
v1.3.0,2021-10-16,90,76.0,26.0
v1.2.1,2021-10-16,191,,
v1.1.0,2021-10-16,188,,
v1.0.0,2021-10-16,306,,
v1.5.1-beta,2021-10-17,132,74.0,
1.5.0,2021-10-17,598,291.0,73.0
v1.4.2,2021-10-17,551,274.0,62.0
v1.4.1,2021-10-17,235,96.0,31.0
v1.4.0,2021-10-17,364,130.0,33.0
v1.3.0,2021-10-17,90,76.0,26.0
v1.2.1,2021-10-17,191,,
v1.1.0,2021-10-17,188,,
v1.0.0,2021-10-17,308,,
v1.5.1-beta,2021-10-18,133,74.0,
1.5.0,2021-10-18,600,292.0,73.0
v1.4.2,2021-10-18,551,274.0,62.0
v1.4.1,2021-10-18,235,96.0,31.0
v1.4.0,2021-10-18,364,130.0,33.0
v1.3.0,2021-10-18,90,76.0,26.0
v1.2.1,2021-10-18,191,,
v1.1.0,2021-10-18,188,,
v1.0.0,2021-10-18,309,,
v1.5.1-beta,2021-10-19,134,74.0,
1.5.0,2021-10-19,602,293.0,73.0
v1.4.2,2021-10-19,554,274.0,62.0
v1.4.1,2021-10-19,235,96.0,31.0
v1.4.0,2021-10-19,364,131.0,33.0
v1.3.0,2021-10-19,90,76.0,26.0
v1.2.1,2021-10-19,191,,
v1.1.0,2021-10-19,188,,
v1.0.0,2021-10-19,309,,
v1.5.1-beta,2021-10-20,135,75.0,
1.5.0,2021-10-20,607,295.0,73.0
v1.4.2,2021-10-20,554,274.0,62.0
v1.4.1,2021-10-20,235,96.0,31.0
v1.4.0,2021-10-20,364,131.0,33.0
v1.3.0,2021-10-20,90,76.0,26.0
v1.2.1,2021-10-20,191,,
v1.1.0,2021-10-20,188,,
v1.0.0,2021-10-20,310,,
v1.5.1-beta,2021-10-21,139,76.0,
1.5.0,2021-10-21,609,295.0,73.0
v1.4.2,2021-10-21,554,274.0,62.0
v1.4.1,2021-10-21,235,96.0,31.0
v1.4.0,2021-10-21,364,131.0,33.0
v1.3.0,2021-10-21,90,76.0,26.0
v1.2.1,2021-10-21,191,,
v1.1.0,2021-10-21,188,,
v1.0.0,2021-10-21,311,,
v1.5.1-beta,2021-10-22,140,76.0,
1.5.0,2021-10-22,622,298.0,73.0
v1.4.2,2021-10-22,554,274.0,62.0
v1.4.1,2021-10-22,235,96.0,31.0
v1.4.0,2021-10-22,364,131.0,33.0
v1.3.0,2021-10-22,90,76.0,26.0
v1.2.1,2021-10-22,191,,
v1.1.0,2021-10-22,188,,
v1.0.0,2021-10-22,312,,
v1.5.1-beta,2021-10-23,140,76.0,
1.5.0,2021-10-23,623,299.0,73.0
v1.4.2,2021-10-23,555,274.0,62.0
v1.4.1,2021-10-23,235,96.0,31.0
v1.4.0,2021-10-23,364,131.0,33.0
v1.3.0,2021-10-23,90,76.0,26.0
v1.2.1,2021-10-23,191,,
v1.1.0,2021-10-23,188,,
v1.0.0,2021-10-23,313,,
v1.5.1-beta,2021-10-24,140,77.0,
1.5.0,2021-10-24,626,300.0,75.0
v1.4.2,2021-10-24,555,274.0,62.0
v1.4.1,2021-10-24,235,96.0,31.0
v1.4.0,2021-10-24,365,131.0,33.0
v1.3.0,2021-10-24,90,76.0,26.0
v1.2.1,2021-10-24,191,,
v1.1.0,2021-10-24,188,,
v1.0.0,2021-10-24,314,,
v1.5.1-beta,2021-10-25,140,77.0,
1.5.0,2021-10-25,626,300.0,76.0
v1.4.2,2021-10-25,555,274.0,62.0
v1.4.1,2021-10-25,235,96.0,31.0
v1.4.0,2021-10-25,366,134.0,33.0
v1.3.0,2021-10-25,90,76.0,26.0
v1.2.1,2021-10-25,191,,
v1.1.0,2021-10-25,188,,
v1.0.0,2021-10-25,315,,
v1.5.1-beta,2021-10-26,140,77.0,
1.5.0,2021-10-26,629,302.0,76.0
v1.4.2,2021-10-26,555,274.0,62.0
v1.4.1,2021-10-26,235,96.0,31.0
v1.4.0,2021-10-26,366,134.0,33.0
v1.3.0,2021-10-26,90,76.0,26.0
v1.2.1,2021-10-26,191,,
v1.1.0,2021-10-26,188,,
v1.0.0,2021-10-26,315,,
v1.5.1-beta,2021-10-27,140,80.0,
1.5.0,2021-10-27,629,304.0,76.0
v1.4.2,2021-10-27,555,274.0,62.0
v1.4.1,2021-10-27,235,96.0,31.0
v1.4.0,2021-10-27,366,134.0,33.0
v1.3.0,2021-10-27,90,76.0,26.0
v1.2.1,2021-10-27,191,,
v1.1.0,2021-10-27,188,,
v1.0.0,2021-10-27,316,,
v1.5.1-beta,2021-10-28,140,80.0,
1.5.0,2021-10-28,629,304.0,76.0
v1.4.2,2021-10-28,555,274.0,62.0
v1.4.1,2021-10-28,235,96.0,31.0
v1.4.0,2021-10-28,366,134.0,33.0
v1.3.0,2021-10-28,90,76.0,26.0
v1.2.1,2021-10-28,191,,
v1.1.0,2021-10-28,188,,
v1.0.0,2021-10-28,316,,
v1.5.1-beta,2021-10-29,145,81.0,
1.5.0,2021-10-29,630,306.0,77.0
v1.4.2,2021-10-29,555,274.0,62.0
v1.4.1,2021-10-29,235,96.0,31.0
v1.4.0,2021-10-29,366,134.0,33.0
v1.3.0,2021-10-29,90,76.0,26.0
v1.2.1,2021-10-29,191,,
v1.1.0,2021-10-29,188,,
v1.0.0,2021-10-29,317,,
v1.5.1-beta,2021-10-30,147,82.0,
1.5.0,2021-10-30,634,309.0,77.0
v1.4.2,2021-10-30,555,274.0,62.0
v1.4.1,2021-10-30,235,96.0,31.0
v1.4.0,2021-10-30,366,134.0,33.0
v1.3.0,2021-10-30,90,76.0,26.0
v1.2.1,2021-10-30,191,,
v1.1.0,2021-10-30,188,,
v1.0.0,2021-10-30,319,,
v1.5.1-beta,2021-10-31,147,82.0,
1.5.0,2021-10-31,638,309.0,77.0
v1.4.2,2021-10-31,555,274.0,62.0
v1.4.1,2021-10-31,235,96.0,31.0
v1.4.0,2021-10-31,366,134.0,33.0
v1.3.0,2021-10-31,90,76.0,26.0
v1.2.1,2021-10-31,191,,
v1.1.0,2021-10-31,188,,
v1.0.0,2021-10-31,320,,
v1.5.1-beta,2021-11-01,148,82.0,
1.5.0,2021-11-01,640,310.0,77.0
v1.4.2,2021-11-01,555,274.0,62.0
v1.4.1,2021-11-01,235,96.0,31.0
v1.4.0,2021-11-01,366,134.0,33.0
v1.3.0,2021-11-01,90,76.0,26.0
v1.2.1,2021-11-01,191,,
v1.1.0,2021-11-01,188,,
v1.0.0,2021-11-01,320,,
v1.5.1-beta,2021-11-02,148,82.0,
1.5.0,2021-11-02,642,312.0,77.0
v1.4.2,2021-11-02,555,274.0,62.0
v1.4.1,2021-11-02,235,96.0,31.0
v1.4.0,2021-11-02,366,134.0,33.0
v1.3.0,2021-11-02,90,76.0,26.0
v1.2.1,2021-11-02,191,,
v1.1.0,2021-11-02,188,,
v1.0.0,2021-11-02,320,,
v1.5.1-beta,2021-11-03,148,82.0,
1.5.0,2021-11-03,643,313.0,77.0
v1.4.2,2021-11-03,555,274.0,62.0
v1.4.1,2021-11-03,235,96.0,31.0
v1.4.0,2021-11-03,366,134.0,33.0
v1.3.0,2021-11-03,90,76.0,26.0
v1.2.1,2021-11-03,191,,
v1.1.0,2021-11-03,188,,
v1.0.0,2021-11-03,322,,
v1.5.1-beta,2021-11-04,149,83.0,
1.5.0,2021-11-04,645,314.0,77.0
v1.4.2,2021-11-04,555,274.0,62.0
v1.4.1,2021-11-04,235,96.0,31.0
v1.4.0,2021-11-04,366,135.0,33.0
v1.3.0,2021-11-04,90,76.0,26.0
v1.2.1,2021-11-04,191,,
v1.1.0,2021-11-04,188,,
v1.0.0,2021-11-04,324,,
v1.5.1-beta,2021-11-05,154,83.0,
1.5.0,2021-11-05,651,317.0,77.0
v1.4.2,2021-11-05,555,274.0,62.0
v1.4.1,2021-11-05,235,96.0,31.0
v1.4.0,2021-11-05,366,135.0,33.0
v1.3.0,2021-11-05,90,76.0,26.0
v1.2.1,2021-11-05,191,,
v1.1.0,2021-11-05,188,,
v1.0.0,2021-11-05,325,,
v1.5.1-beta,2021-11-06,155,84.0,
1.5.0,2021-11-06,656,319.0,79.0
v1.4.2,2021-11-06,555,274.0,62.0
v1.4.1,2021-11-06,235,96.0,31.0
v1.4.0,2021-11-06,366,135.0,33.0
v1.3.0,2021-11-06,90,76.0,26.0
v1.2.1,2021-11-06,191,,
v1.1.0,2021-11-06,188,,
v1.0.0,2021-11-06,325,,
v1.5.1-beta,2021-11-07,156,86.0,
1.5.0,2021-11-07,658,322.0,79.0
v1.4.2,2021-11-07,555,274.0,62.0
v1.4.1,2021-11-07,235,96.0,31.0
v1.4.0,2021-11-07,366,135.0,33.0
v1.3.0,2021-11-07,90,76.0,26.0
v1.2.1,2021-11-07,191,,
v1.1.0,2021-11-07,188,,
v1.0.0,2021-11-07,326,,
v1.5.1-beta,2021-11-08,156,86.0,
1.5.0,2021-11-08,660,325.0,79.0
v1.4.2,2021-11-08,555,274.0,62.0
v1.4.1,2021-11-08,235,96.0,31.0
v1.4.0,2021-11-08,366,135.0,33.0
v1.3.0,2021-11-08,90,76.0,26.0
v1.2.1,2021-11-08,191,,
v1.1.0,2021-11-08,188,,
v1.0.0,2021-11-08,326,,
v1.5.1-beta,2021-11-09,159,86.0,
1.5.0,2021-11-09,662,329.0,79.0
v1.4.2,2021-11-09,555,274.0,62.0
v1.4.1,2021-11-09,235,96.0,31.0
v1.4.0,2021-11-09,366,135.0,33.0
v1.3.0,2021-11-09,90,76.0,26.0
v1.2.1,2021-11-09,191,,
v1.1.0,2021-11-09,188,,
v1.0.0,2021-11-09,327,,
v1.5.1-beta,2021-11-10,160,87.0,
1.5.0,2021-11-10,663,329.0,79.0
v1.4.2,2021-11-10,555,274.0,62.0
v1.4.1,2021-11-10,235,96.0,31.0
v1.4.0,2021-11-10,366,135.0,33.0
v1.3.0,2021-11-10,90,76.0,26.0
v1.2.1,2021-11-10,191,,
v1.1.0,2021-11-10,188,,
v1.0.0,2021-11-10,327,,
v1.5.1-beta,2021-11-11,162,88.0,
1.5.0,2021-11-11,666,329.0,79.0
v1.4.2,2021-11-11,556,274.0,62.0
v1.4.1,2021-11-11,235,96.0,31.0
v1.4.0,2021-11-11,368,136.0,33.0
v1.3.0,2021-11-11,90,76.0,26.0
v1.2.1,2021-11-11,191,,
v1.1.0,2021-11-11,188,,
v1.0.0,2021-11-11,327,,
v1.5.1-beta,2021-11-12,164,90.0,
1.5.0,2021-11-12,669,334.0,80.0
v1.4.2,2021-11-12,557,277.0,62.0
v1.4.1,2021-11-12,235,96.0,31.0
v1.4.0,2021-11-12,368,136.0,33.0
v1.3.0,2021-11-12,90,76.0,26.0
v1.2.1,2021-11-12,191,,
v1.1.0,2021-11-12,188,,
v1.0.0,2021-11-12,327,,
v1.5.1-beta,2021-11-13,164,90.0,
1.5.0,2021-11-13,673,336.0,81.0
v1.4.2,2021-11-13,558,277.0,62.0
v1.4.1,2021-11-13,235,96.0,31.0
v1.4.0,2021-11-13,368,136.0,33.0
v1.3.0,2021-11-13,90,76.0,26.0
v1.2.1,2021-11-13,191,,
v1.1.0,2021-11-13,188,,
v1.0.0,2021-11-13,328,,
v1.5.1-beta,2021-11-14,167,90.0,
1.5.0,2021-11-14,678,336.0,81.0
v1.4.2,2021-11-14,558,277.0,62.0
v1.4.1,2021-11-14,235,96.0,31.0
v1.4.0,2021-11-14,368,136.0,33.0
v1.3.0,2021-11-14,90,76.0,26.0
v1.2.1,2021-11-14,191,,
v1.1.0,2021-11-14,188,,
v1.0.0,2021-11-14,329,,
v1.5.1-beta,2021-11-15,170,90.0,
1.5.0,2021-11-15,682,336.0,81.0
v1.4.2,2021-11-15,558,277.0,62.0
v1.4.1,2021-11-15,235,96.0,31.0
v1.4.0,2021-11-15,368,136.0,33.0
v1.3.0,2021-11-15,90,76.0,26.0
v1.2.1,2021-11-15,191,,
v1.1.0,2021-11-15,188,,
v1.0.0,2021-11-15,330,,
v1.5.1-beta,2021-11-16,171,92.0,
1.5.0,2021-11-16,685,336.0,82.0
v1.4.2,2021-11-16,559,277.0,62.0
v1.4.1,2021-11-16,235,96.0,31.0
v1.4.0,2021-11-16,369,136.0,33.0
v1.3.0,2021-11-16,90,76.0,26.0
v1.2.1,2021-11-16,191,,
v1.1.0,2021-11-16,188,,
v1.0.0,2021-11-16,332,,
v1.5.1-beta,2021-11-17,172,92.0,
1.5.0,2021-11-17,688,338.0,83.0
v1.4.2,2021-11-17,559,277.0,62.0
v1.4.1,2021-11-17,235,96.0,31.0
v1.4.0,2021-11-17,369,136.0,33.0
v1.3.0,2021-11-17,90,76.0,26.0
v1.2.1,2021-11-17,191,,
v1.1.0,2021-11-17,188,,
v1.0.0,2021-11-17,334,,
v1.5.1-beta,2021-11-18,174,92.0,
1.5.0,2021-11-18,689,339.0,84.0
v1.4.2,2021-11-18,559,277.0,62.0
v1.4.1,2021-11-18,235,96.0,31.0
v1.4.0,2021-11-18,369,136.0,33.0
v1.3.0,2021-11-18,90,76.0,26.0
v1.2.1,2021-11-18,191,,
v1.1.0,2021-11-18,188,,
v1.0.0,2021-11-18,335,,
v1.5.1-beta,2021-11-19,174,92.0,
1.5.0,2021-11-19,692,340.0,84.0
v1.4.2,2021-11-19,559,277.0,62.0
v1.4.1,2021-11-19,235,96.0,31.0
v1.4.0,2021-11-19,369,136.0,33.0
v1.3.0,2021-11-19,90,76.0,26.0
v1.2.1,2021-11-19,191,,
v1.1.0,2021-11-19,188,,
v1.0.0,2021-11-19,336,,
v1.5.1-beta,2021-11-20,174,92.0,
1.5.0,2021-11-20,696,341.0,84.0
v1.4.2,2021-11-20,559,277.0,62.0
v1.4.1,2021-11-20,235,96.0,31.0
v1.4.0,2021-11-20,369,136.0,33.0
v1.3.0,2021-11-20,90,76.0,26.0
v1.2.1,2021-11-20,191,,
v1.1.0,2021-11-20,188,,
v1.0.0,2021-11-20,337,,
v1.5.1-beta,2021-11-21,174,92.0,
1.5.0,2021-11-21,699,341.0,85.0
v1.4.2,2021-11-21,559,277.0,62.0
v1.4.1,2021-11-21,235,96.0,31.0
v1.4.0,2021-11-21,369,136.0,33.0
v1.3.0,2021-11-21,90,76.0,26.0
v1.2.1,2021-11-21,191,,
v1.1.0,2021-11-21,188,,
v1.0.0,2021-11-21,337,,
v1.5.1-beta,2021-11-22,175,92.0,
1.5.0,2021-11-22,701,341.0,86.0
v1.4.2,2021-11-22,560,277.0,62.0
v1.4.1,2021-11-22,235,96.0,31.0
v1.4.0,2021-11-22,369,136.0,33.0
v1.3.0,2021-11-22,90,76.0,26.0
v1.2.1,2021-11-22,191,,
v1.1.0,2021-11-22,188,,
v1.0.0,2021-11-22,339,,
v1.5.1-beta,2021-11-23,176,92.0,
1.5.0,2021-11-23,703,342.0,86.0
v1.4.2,2021-11-23,560,277.0,62.0
v1.4.1,2021-11-23,235,96.0,31.0
v1.4.0,2021-11-23,369,136.0,33.0
v1.3.0,2021-11-23,90,76.0,26.0
v1.2.1,2021-11-23,191,,
v1.1.0,2021-11-23,188,,
v1.0.0,2021-11-23,340,,
v1.5.1-beta,2021-11-24,178,92.0,
1.5.0,2021-11-24,706,344.0,86.0
v1.4.2,2021-11-24,560,277.0,62.0
v1.4.1,2021-11-24,235,96.0,31.0
v1.4.0,2021-11-24,369,136.0,33.0
v1.3.0,2021-11-24,90,76.0,26.0
v1.2.1,2021-11-24,191,,
v1.1.0,2021-11-24,188,,
v1.0.0,2021-11-24,342,,
v1.5.1-beta,2021-11-25,180,92.0,
1.5.0,2021-11-25,709,344.0,87.0
v1.4.2,2021-11-25,560,277.0,62.0
v1.4.1,2021-11-25,235,96.0,31.0
v1.4.0,2021-11-25,369,136.0,33.0
v1.3.0,2021-11-25,90,76.0,26.0
v1.2.1,2021-11-25,191,,
v1.1.0,2021-11-25,188,,
v1.0.0,2021-11-25,344,,
v1.5.1-beta,2021-11-26,184,92.0,
1.5.0,2021-11-26,712,349.0,89.0
v1.4.2,2021-11-26,561,277.0,62.0
v1.4.1,2021-11-26,235,96.0,31.0
v1.4.0,2021-11-26,369,136.0,33.0
v1.3.0,2021-11-26,90,76.0,26.0
v1.2.1,2021-11-26,191,,
v1.1.0,2021-11-26,188,,
v1.0.0,2021-11-26,345,,
v1.5.1-beta,2021-11-27,184,92.0,
1.5.0,2021-11-27,714,353.0,90.0
v1.4.2,2021-11-27,561,277.0,62.0
v1.4.1,2021-11-27,235,96.0,31.0
v1.4.0,2021-11-27,369,136.0,33.0
v1.3.0,2021-11-27,90,76.0,26.0
v1.2.1,2021-11-27,191,,
v1.1.0,2021-11-27,188,,
v1.0.0,2021-11-27,346,,
v1.5.1-beta,2021-11-28,185,92.0,
1.5.0,2021-11-28,715,356.0,91.0
v1.4.2,2021-11-28,561,277.0,62.0
v1.4.1,2021-11-28,235,96.0,31.0
v1.4.0,2021-11-28,369,136.0,33.0
v1.3.0,2021-11-28,90,76.0,26.0
v1.2.1,2021-11-28,191,,
v1.1.0,2021-11-28,188,,
v1.0.0,2021-11-28,348,,
v1.5.1-beta,2021-11-29,185,92.0,
1.5.0,2021-11-29,717,357.0,91.0
v1.4.2,2021-11-29,561,277.0,62.0
v1.4.1,2021-11-29,235,96.0,31.0
v1.4.0,2021-11-29,369,136.0,33.0
v1.3.0,2021-11-29,90,76.0,26.0
v1.2.1,2021-11-29,191,,
v1.1.0,2021-11-29,188,,
v1.0.0,2021-11-29,348,,
v1.5.1-beta,2021-11-30,185,92.0,
1.5.0,2021-11-30,718,357.0,91.0
v1.4.2,2021-11-30,561,277.0,62.0
v1.4.1,2021-11-30,235,96.0,31.0
v1.4.0,2021-11-30,369,136.0,33.0
v1.3.0,2021-11-30,90,76.0,26.0
v1.2.1,2021-11-30,191,,
v1.1.0,2021-11-30,188,,
v1.0.0,2021-11-30,350,,
v1.5.1-beta,2021-12-01,185,92.0,
1.5.0,2021-12-01,720,358.0,91.0
v1.4.2,2021-12-01,561,277.0,62.0
v1.4.1,2021-12-01,235,96.0,31.0
v1.4.0,2021-12-01,369,136.0,33.0
v1.3.0,2021-12-01,90,76.0,26.0
v1.2.1,2021-12-01,191,,
v1.1.0,2021-12-01,188,,
v1.0.0,2021-12-01,350,,
v1.5.1-beta,2021-12-02,187,92.0,
1.5.0,2021-12-02,724,360.0,92.0
v1.4.2,2021-12-02,562,277.0,62.0
v1.4.1,2021-12-02,235,96.0,31.0
v1.4.0,2021-12-02,369,136.0,33.0
v1.3.0,2021-12-02,90,76.0,26.0
v1.2.1,2021-12-02,191,,
v1.1.0,2021-12-02,188,,
v1.0.0,2021-12-02,351,,
v1.5.1-beta,2021-12-03,189,92.0,
1.5.0,2021-12-03,728,363.0,92.0
v1.4.2,2021-12-03,562,277.0,62.0
v1.4.1,2021-12-03,235,96.0,31.0
v1.4.0,2021-12-03,371,137.0,33.0
v1.3.0,2021-12-03,90,76.0,26.0
v1.2.1,2021-12-03,191,,
v1.1.0,2021-12-03,188,,
v1.0.0,2021-12-03,351,,
v1.5.1-beta,2021-12-04,189,92.0,
1.5.0,2021-12-04,732,366.0,92.0
v1.4.2,2021-12-04,563,277.0,62.0
v1.4.1,2021-12-04,235,96.0,31.0
v1.4.0,2021-12-04,372,137.0,33.0
v1.3.0,2021-12-04,90,76.0,26.0
v1.2.1,2021-12-04,191,,
v1.1.0,2021-12-04,188,,
v1.0.0,2021-12-04,351,,
v1.5.1-beta,2021-12-05,190,93.0,
1.5.0,2021-12-05,739,369.0,92.0
v1.4.2,2021-12-05,564,277.0,62.0
v1.4.1,2021-12-05,235,96.0,31.0
v1.4.0,2021-12-05,372,137.0,33.0
v1.3.0,2021-12-05,90,76.0,26.0
v1.2.1,2021-12-05,191,,
v1.1.0,2021-12-05,188,,
v1.0.0,2021-12-05,352,,
v1.5.1-beta,2021-12-06,191,93.0,
1.5.0,2021-12-06,745,372.0,94.0
v1.4.2,2021-12-06,564,277.0,62.0
v1.4.1,2021-12-06,235,96.0,31.0
v1.4.0,2021-12-06,372,137.0,33.0
v1.3.0,2021-12-06,90,76.0,26.0
v1.2.1,2021-12-06,191,,
v1.1.0,2021-12-06,188,,
v1.0.0,2021-12-06,353,,
v1.5.1-beta,2021-12-07,193,93.0,
1.5.0,2021-12-07,757,379.0,95.0
v1.4.2,2021-12-07,564,277.0,62.0
v1.4.1,2021-12-07,235,96.0,31.0
v1.4.0,2021-12-07,372,137.0,33.0
v1.3.0,2021-12-07,90,76.0,26.0
v1.2.1,2021-12-07,191,,
v1.1.0,2021-12-07,188,,
v1.0.0,2021-12-07,353,,
v1.5.1-beta,2021-12-08,194,94.0,
1.5.0,2021-12-08,768,382.0,97.0
v1.4.2,2021-12-08,564,277.0,62.0
v1.4.1,2021-12-08,235,96.0,31.0
v1.4.0,2021-12-08,373,137.0,33.0
v1.3.0,2021-12-08,90,76.0,26.0
v1.2.1,2021-12-08,191,,
v1.1.0,2021-12-08,188,,
v1.0.0,2021-12-08,353,,
v1.5.1-beta,2021-12-09,201,94.0,
1.5.0,2021-12-09,779,386.0,99.0
v1.4.2,2021-12-09,566,278.0,63.0
v1.4.1,2021-12-09,235,96.0,31.0
v1.4.0,2021-12-09,373,137.0,33.0
v1.3.0,2021-12-09,90,76.0,26.0
v1.2.1,2021-12-09,191,,
v1.1.0,2021-12-09,188,,
v1.0.0,2021-12-09,355,,
v1.5.1-beta,2021-12-10,204,94.0,
1.5.0,2021-12-10,790,388.0,99.0
v1.4.2,2021-12-10,566,278.0,64.0
v1.4.1,2021-12-10,235,96.0,31.0
v1.4.0,2021-12-10,373,137.0,33.0
v1.3.0,2021-12-10,90,76.0,26.0
v1.2.1,2021-12-10,191,,
v1.1.0,2021-12-10,188,,
v1.0.0,2021-12-10,355,,
v1.5.1-beta,2021-12-11,204,94.0,
1.5.0,2021-12-11,798,391.0,101.0
v1.4.2,2021-12-11,567,278.0,64.0
v1.4.1,2021-12-11,235,96.0,31.0
v1.4.0,2021-12-11,373,137.0,33.0
v1.3.0,2021-12-11,90,76.0,26.0
v1.2.1,2021-12-11,191,,
v1.1.0,2021-12-11,188,,
v1.0.0,2021-12-11,356,,
v1.5.1-beta,2021-12-12,204,94.0,
1.5.0,2021-12-12,803,393.0,101.0
v1.4.2,2021-12-12,567,278.0,64.0
v1.4.1,2021-12-12,235,96.0,31.0
v1.4.0,2021-12-12,374,139.0,33.0
v1.3.0,2021-12-12,90,76.0,26.0
v1.2.1,2021-12-12,191,,
v1.1.0,2021-12-12,188,,
v1.0.0,2021-12-12,357,,
v1.5.1-beta,2021-12-13,207,97.0,
1.5.0,2021-12-13,805,394.0,102.0
v1.4.2,2021-12-13,568,279.0,64.0
v1.4.1,2021-12-13,235,96.0,31.0
